# Final state angular momentum:   1
# Broadening parameter (in eV):    0.200
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   30.94094094    0.01134275
   30.99099099    0.01120365
   31.04104104    0.01108092
   31.09109109    0.01098146
   31.14114114    0.01091078
   31.19119119    0.01087305
   31.24124124    0.01087062
   31.29129129    0.01090310
   31.34134134    0.01096674
   31.39139139    0.01105459
   31.44144144    0.01115724
   31.49149149    0.01126394
   31.54154154    0.01136393
   31.59159159    0.01144779
   31.64164164    0.01150865
   31.69169169    0.01154304
   31.74174174    0.01155090
   31.79179179    0.01153490
   31.84184184    0.01149920
   31.89189189    0.01144860
   31.94194194    0.01138869
   31.99199199    0.01132709
   32.04204204    0.01127462
   32.09209209    0.01124417
   32.14214214    0.01124739
   32.19219219    0.01129102
   32.24224224    0.01137524
   32.29229229    0.01149396
   32.34234234    0.01163660
   32.39239239    0.01179040
   32.44244244    0.01194263
   32.49249249    0.01208229
   32.54254254    0.01220109
   32.59259259    0.01229385
   32.64264264    0.01235843
   32.69269269    0.01239553
   32.74274274    0.01240863
   32.79279279    0.01240413
   32.84284284    0.01239109
   32.89289289    0.01237984
   32.94294294    0.01237920
   32.99299299    0.01239306
   33.04304304    0.01241843
   33.09309309    0.01244652
   33.14314314    0.01246666
   33.19319319    0.01247041
   33.24324324    0.01245340
   33.29329329    0.01241616
   33.34334334    0.01236480
   33.39339339    0.01231044
   33.44344344    0.01226671
   33.49349349    0.01224640
   33.54354354    0.01225874
   33.59359359    0.01230791
   33.64364364    0.01239268
   33.69369369    0.01250691
   33.74374374    0.01264134
   33.79379379    0.01278633
   33.84384384    0.01293499
   33.89389389    0.01308516
   33.94394394    0.01323932
   33.99399399    0.01340271
   34.04404404    0.01358042
   34.09409409    0.01377482
   34.14414414    0.01398423
   34.19419419    0.01420331
   34.24424424    0.01442490
   34.29429429    0.01464218
   34.34434434    0.01485039
   34.39439439    0.01504735
   34.44444444    0.01523314
   34.49449449    0.01540881
   34.54454454    0.01557440
   34.59459459    0.01572684
   34.64464464    0.01585994
   34.69469469    0.01596780
   34.74474474    0.01604965
   34.79479479    0.01611246
   34.84484484    0.01616899
   34.89489489    0.01623311
   34.94494494    0.01631551
   34.99499499    0.01642197
   35.04504505    0.01655368
   35.09509510    0.01670876
   35.14514515    0.01688369
   35.19519520    0.01707434
   35.24524525    0.01727627
   35.29529530    0.01748470
   35.34534535    0.01769455
   35.39539540    0.01790074
   35.44544545    0.01809880
   35.49549550    0.01828572
   35.54554555    0.01846055
   35.59559560    0.01862450
   35.64564565    0.01878041
   35.69569570    0.01893212
   35.74574575    0.01908414
   35.79579580    0.01924155
   35.84584585    0.01940977
   35.89589590    0.01959402
   35.94594595    0.01979909
   35.99599600    0.02002903
   36.04604605    0.02028609
   36.09609610    0.02056905
   36.14614615    0.02087214
   36.19619620    0.02118589
   36.24624625    0.02149964
   36.29629630    0.02180508
   36.34634635    0.02210035
   36.39639640    0.02239290
   36.44644645    0.02269869
   36.49649650    0.02303711
   36.54654655    0.02342446
   36.59659660    0.02386912
   36.64664665    0.02436998
   36.69669670    0.02491740
   36.74674675    0.02549634
   36.79679680    0.02609051
   36.84684685    0.02668612
   36.89689690    0.02727346
   36.94694695    0.02784563
   36.99699700    0.02839578
   37.04704705    0.02891491
   37.09709710    0.02939126
   37.14714715    0.02981188
   37.19719720    0.03016632
   37.24724725    0.03045110
   37.29729730    0.03067181
   37.34734735    0.03084046
   37.39739740    0.03097020
   37.44744745    0.03107170
   37.49749750    0.03115330
   37.54754755    0.03122400
   37.59759760    0.03129668
   37.64764765    0.03139001
   37.69769770    0.03152787
   37.74774775    0.03173642
   37.79779780    0.03203952
   37.84784785    0.03245416
   37.89789790    0.03298721
   37.94794795    0.03363433
   37.99799800    0.03438087
   38.04804805    0.03520385
   38.09809810    0.03607394
   38.14814815    0.03695618
   38.19819820    0.03781060
   38.24824825    0.03859455
   38.29829830    0.03926865
   38.34834835    0.03980527
   38.39839840    0.04019626
   38.44844845    0.04045624
   38.49849850    0.04061885
   38.54854855    0.04072750
   38.59859860    0.04082477
   38.64864865    0.04094399
   38.69869870    0.04110430
   38.74874875    0.04131052
   38.79879880    0.04155875
   38.84884885    0.04184571
   38.89889890    0.04217480
   38.94894895    0.04255397
   38.99899900    0.04298865
   39.04904905    0.04347678
   39.09909910    0.04400811
   39.14914915    0.04456591
   39.19919920    0.04513106
